Site_Id,Site_Code,Site_Name,Site_Address,Site_City,Site_Description,Comments,Active_Flg,Office_Id_Ref,Basin,Basin_ID,Parish_Cnty_Name,FIPS_Cnty_Code,Latitude,Longitude
155,3464,Isle de Jean Charles Marina,,Montegut,"Hwy 665, Right on Island Rd, Marina is before end of island rd on left",,1,4,TERREBONNE,12,Terrebonne,109,29.388283,-90.482867
156,7777,Private Dock,,,,,1,5,,,,,,
157,3504,St Tammany Fishing Pier,,Slidell,"east side of I-10, exit 261 by the shore of Lake Pontchartrain",,1,1,PONTCHARTRAIN,4,St. Tammany,103,30.211083,-89.793417
158,3486,Bayou Log Cabins,,Lake Hermitage,"Go down over Lake Hermitage Rd over the bridge, first right",set to inactive 4/7/2015 FMB,0,3,BARATARIA,2,Plaquemines,75,29.55865,-89.884583
159,3487,Burnt-Out Bridge,,Vinton,"From I-10 exit 4, take Frontage Rd west to Old Hwy 90, follow until road ends",,1,7,SABINE,11,Calcasieu,19,30.10255,-93.693267
160,3458,Northline,,Hackberry,Hwy 27 South of Hackberry,,1,7,CALCASIEU,3,Cameron,23,29.9209,-93.3813
161,3511,Gotta Fish Boat Launch,1426 Hwy 55,Montegut,1.5 mi south from Montegut Elementary School on bayouside (right) and before Point Barre Site,,1,4,TERREBONNE,12,Terrebonne,109,29.457317,-90.563217
163,4003,Saltwater Barrier,Mims Rd,Westlake,Boat Launch is next to US Army Corp of Engineers Facility,"From I-10 Exit 27 cross I-10 service road/Sampson St to Perkins St. Take first left onto Miller Ave, follow Miller then take right onto Mims Rd. Follow Mims until ends.",1,7,CALCASIEU,3,Calcasieu,19,30.2543,-93.218033
164,4004,Westlake Riverside Park,1700 Miller Ave,Westlake,Open from 5:00am to 11:00pm,"From I-10 Exit 27 take LA 379 east to Miller Ave, left on Miller, continue on road, Park will be on right",1,7,CALCASIEU,3,Calcasieu,19,30.252883,-93.244983
165,4026,Choupique Bayou,Chilly Westlund Rd,Carlyss,"From I-10, take exit 20 South on Ruth Street. Continue from Ruth straight for 2 miles onto Hwy. 27.","From I-10, take exit 20 South on Ruth Street. Continue from Ruth straight for 2 miles onto Hwy. 27. Follow 27 approximately 6 mi. Turn Right onto Chilly Westlund Rd. Boat Launch on first left.",1,7,CALCASIEU,3,Calcasieu,19,30.252883,-93.244983
166,4048,Wakeside Marina,1615 Hwy 1,Grand Isle,,CB in future open few days a week,1,3,BARATARIA,2,Jefferson,51,29.205483,-90.038983
167,4050,Dugas Landing,514 Joe Dugas Rd,Hackberry,From I-10 exit 20 south on HWY 27 through Hackberry. Approx 2.5 south of Hackberry left on Joe Dugas Rd till end.,,1,7,CALCASIEU,3,Cameron,23,29.966917,-93.342183
168,4086,Price Lake,,Grand Chenier,East on Highway 82 just south of Creole 17.4 miles to Price Lake Road on Rockefeller Refuge.  South on Price Lake Road 1,,1,7,MERMENTAU,5,Cameron,23,29.706033,-92.830633
169,4087,CPSP Shark Bayou,306 Beach Lane,Cypremort Point,Bank/Beach located on the north side of the park (next to cabins),Cypremort Point State Park- splitting up site 270,1,6,VERMILION-TECHE,6,Iberia,45,29.7409,-91.85485
170,4088,CPSP Pavillion,306 Beach Lane,Cypremort Point,Pavillion located on the south side of the park (next to the main entrance).,Cypremort Point State Park- splitting site 270,1,6,VERMILION-TECHE,6,St. Mary,101,29.734167,-91.855067
171,4089,Hackberry Rod and Gun,485 Lake Breeze Road,Hackberry,Private Dock for Charter Fishing Trips,,1,7,CALCASIEU,3,Cameron,23,29.977233,-93.34335
172,4133,Grand Isle Kayak Launch,Off Ludwig Lane,Grand Isle,Located on the side of the LSU Oyster House. Public launch for kayaks,,1,3,BARATARIA,2,Jefferson,51,29.238433,-90.00295
173,4140,Bayou Carlin Cove,,,"Public launch with 3 small piers and 1 long pier, large covered pavillion",,1,6,VERMILION-TECHE,6,Vermilion,113,29.942067,-91.982267
174,4143,Leeville Public Launch,Goat Isle Ave,Leeville,"End of Old Hwy 1, underneath the gateway to the gulf expy. near intersection of Bayou Lafourche and the SW canal",,1,5,TERREBONNE,12,Lafourche,57,29.247017,-90.209667
175,4147,Lake Catherine Island Marina,26204 Chef Menteur Hwy,New Orleans,"Hwy 90, 1.3 miles west of Rigolets Pass bridge","Mode present: PR
Live bait, marina store, backdown launch, boat slips, open daylight to dusk, no lighted parking area",1,1,PONTCHARTRAIN,4,Orleans,71,30.1499,-89.7408
176,4154,Pelican Pointe Marina,23008 Chef Menteur Hwy,New Orleans,,,1,1,PONTCHARTRAIN,4,Orleans,71,30.1645,-89.739917
177,4153,Eddie Pinto's Marina,2651 Paris Rd,New Orleans,"2 back down ramps, will have live bait",,1,1,PONTCHARTRAIN,4,Orleans,71,29.991167,-89.94235
178,4155,Lakeshore Drive- Elysian Fields to LPBF Lighthouse,8001 Lakeshore Dr,New Olreans,Seawall along Lake Pontchartrain from Elysian Fields to the LPBF Lighthouse,Shore only,1,1,PONTCHARTRAIN,4,Orleans,71,30.026488,-90.11242
179,4156,Freeport Canal,Civic Drive,Port Sulphur,Site is located over a levee on a short gravel road that runs behind the South Plaquemines school building.,"Site is located over a levee on a short gravel road that runs behind the South Plaquemines school building.  Anglers park on either side of the levee.  The site is mostly small boat anglers with some shore activity.  There is no ramp, but a gradual ?washout? at the end of the gravel road suffices as a launch.  
Due to the condition of the site, it is highly unlikely charter or offshore activities are present.  
It is my opinion that all assignments at this site should be AM for the safety of staff.  The site is at the end of a lightly traveled road with no lighting or restroom facilities.  
As a matter of interest, a funding request for construction of a pier/tie-up dock was make by the parish to the Department?s Wallop-Breaux boating access program.  The request was recommended for approval by the review committee. 





Note: Summer weekend pressures are based on observations made on two successive days in June 2017.  Weekday and pressures for other seasons are guesstimates.  

",1,3,BARATARIA,2,Plaquemines,75,29.4738,-89.697135
188,4157,Vinot's Marina,27010 Chef Menteur Hwy,New Orleans,"Next door to Fort Pike, Back down launch, live bait",,1,1,PONTCHARTRAIN,4,Orleans,71,30.164237,-89.739504
189,4158,Vinton Drainage Canal,,Vinton,Located at the end of Johnny Breaux Rd.  Boat Ramp/ limited shore fishing opportunity.,,1,7,,,Calcasieu,19,30.15431,-93.567
198,4159,Hackberry Fish Camp,260 Channel Dr,Hackberry,"Marina that offers lodging, fuel, live bait, fish cleaning station, and boat stalls",,1,7,CALCASIEU,3,Cameron,23,29.989,-93.337667
199,4160,Grand Bayou Road,Grand Bayou Road,Port Sulphur,Single lane road on the way to grand bayou village with kayak launching availability along the entire road and one gravel boat ramp for small vessels near the end of the road.,"Due to this site being on the other side of the levee, the road can occasionally flood. however, our vehicles are well equipped to handle these conditions.",1,3,BARATARIA,2,Plaquemines,75,29.514267,-89.762931
200,4161,Lighthouse Bend,Davis Rd,Cameron,"One lane boat launch at the new Lighthouse Bend Marina in Cameron, north of Venture Global LNG","This boat launch accesses the old river loop. It is fairly shallow so unless they start dredging it out on a regular basis it will only be conducive to smaller vessels. I believe it will still have high pressure due to the fact it is the only boat launch in Cameron on the east side of the Ship Channel. We will monitor it to assess pressures once added. Shore fishing will be minimal, there?s not a lot of area for that.",1,7,CALCASIEU,3,Cameron,23,29.7917,-93.3228
