major_area_code,station_code,Site_name,y,x
5,45,(Stinky's Bait Camp Ramp - Deleted 5/15/04),27.889722222,-97.11
5,46,Ransom Channel Park Public Ramp,27.888888889,-97.14694444
5,47,(Atteberry's Ramp - Deleted 11/21/06),28.064444444,-97.10972222
5,48,Cove Harbor South Public Ramp,27.989722222,-97.07888889
5,49,Cove Harbor Marina Drystack (2 multi-level buildings with 429 dry storage slots; i,27.992777778,-97.07472222
5,50,Holiday Beach North Ramp,28.165833333,-97.01416667
5,51,Cove Harbor Marina Docks (163 wet slips),27.994722222,-97.07527778
5,53,Redfish Bay Boat House (1 multi-level building with 277 dry storage slots),27.910277778,-97.13444444
5,54,Lighthouse Lakes Paddling Trail Park Kayak Launch Area,27.868055556,-97.08527778
6,,with 9 wet slips at adjacent Hampton’s Landing),,
6,1,South Nueces Causeway Public Ramp,27.836666667,-97.38166667
6,2,(North Nueces Causeway Ramp - Deleted 10/27/80),,
6,3,Ingleside Cove Public Ramp,27.836388889,-97.22027778
6,4,Bahia Marina Ramp (includes 46 wet slips),27.831111111,-97.22361111
6,5,(Channel View Ramp - Deleted 5/15/86),27.8225,-97.21611111
6,6,(Warren's Ramp - Deleted 8/10/79),,
6,7,Aransas Pass Airport Public Ramp (includes 1 dock and 1 bulkhead,27.89,-97.14861111
6,8,Fin & Feather Marina Ramp (includes wet slips),27.888333333,-97.11194444
6,9,Wilson's Cut Ramp,27.736666667,-97.13666667
6,10,(Oso Bridge Public Ramp - Deleted 11/21/96),27.710833333,-97.30972222
6,11,L-Head Public Ramp,27.791388889,-97.38888889
6,12,Port Aransas Public Ramp (includes wet slips),27.838055556,-97.06666667
6,13,(Woody's Ramp - Deleted 11/21/98),27.838333333,-97.06222222
6,14,Ransom Channel Park Public Ramp,27.888888889,-97.14694444
6,15,(Sun Oil Ramp - Deleted 11/21/92),27.857222222,-97.16861111
6,16,Billing's Public Ramp,27.634166667,-97.23638889
6,17,(Naval Ramp - Deactivated as crossover site 5/15/92),27.686111111,-97.25861111
6,18,(South Bay Marina Ramp - Deactivated as crossover site 5/15/94),27.881944444,-97.09916667
6,19,(Gunderland Marine Ramp - Deleted 11/21/97),27.853888889,-97.35833333
6,20,Portland Shell Bank Ramp,27.858055556,-97.35277778
6,21,South Conn Brown Harbor Public Ramp,27.9,-97.13583333
6,22,Harbor East Docks (1 dock and 2 bulkheads with 74 wet slips),27.888888889,-97.14861111
6,23,Harbor West Docks (6 bulkheads with 47 covered and 18 uncovered wet slips),27.890833333,-97.14916667
6,24,West City Docks (2 docks and 1 bulkhead with 84 wet slips; party boats),27.838611111,-97.06444444
6,25,East City Docks (5 docks and 2 bulkheads with 135 wet slips; party boats),27.8394,-97.0639
6,26,Deep Sea Headquarters Docks (9 party-boat wet slips),27.836944444,-97.06777778
6,27,Dolphin Docks (4 party-boat wet slips),27.836666667,-97.06583333
6,28,Woody's West Docks (2 docks with 29 wet slips; party boats),27.838611111,-97.06083333
6,29,(Woody's East Docks - Deleted 11/21/92),27.838333333,-97.06111111
6,30,(Sports Center South Dock - Deleted 11/21/92),27.838611111,-97.06027778
6,31,(Sports Center North Dock - Deleted 11/21/92),27.839166667,-97.06027778
6,32,Fisherman's Wharf Dock (3 party-boat wet slips),27.839722222,-97.05972222
6,33,University of Texas Boat Basin Docks (1 dock and bulkhead with 40 wet slips),27.838888889,-97.05305556
6,34,Island Moorings Marina Docks (285 wet slips),27.806944444,-97.08611111
6,35,(Hampton's Landing Dock - Merged with site 7 on 5/15/14),27.888888889,-97.14777778
6,36,(Marker 37 Ramp - Deactivated as crossover site 5/15/09),27.631388889,-97.23944444
6,37,Sportsplex Docks (2 docks with 58 wet slips; party boats),27.839166667,-97.06055556
6,38,Trout Street Yacht Basin Docks (2 docks and 1 bulkhead with 36 wet slips),27.838888889,-97.05944444
6,39,(Lonyo's Cajun Marina Ramp - Deleted 5/15/03),27.879722222,-97.09722222
6,40,(Crab Man Ramp - Deactivated as crossover site 5/15/05),27.874722222,-97.09305556
6,41,Cove Harbor North Public Ramp (includes wet slips),27.991666667,-97.0725
6,42,Island Moorings Marina Covered Docks (2 docks with 44 wet slips),27.809444444,-97.08611111
7,1,Catchin' Connection Ramp (includes 91 wet slips),27.611944444,-97.29805556
7,2,Laguna Shores Resort & Marina Ramp (includes wet slips and rent boats),27.616944444,-97.29694444
7,3,(Tropic Isles Ramp - Deleted 11/21/08),27.628888889,-97.28916667
7,4,(Laguna Marine Ramp - Deleted 5/15/95),27.631388889,-97.28916667
7,5,(Toll Gate Ramp - Deleted 5/15/90),27.662222222,-97.27
7,6,(Whitt's Ramp - Deleted 5/15/82),,
7,7,(Fisherman's Folly Ramp - Deleted 5/15/81),,
7,8,(JFK Inn Ramp - Deleted 11/21/01),27.634166667,-97.23916667
7,9,(Land & Sea Marina Ramp - Deleted 5/15/10),27.635,-97.23916667
7,10,(Rainbow Ramp - Deleted 11/21/85),27.633888889,-97.23777778
7,11,Clem's Marina Public Ramp (includes 3 wet slips),27.634722222,-97.23805556
7,12,Billing's Public Ramp,27.634166667,-97.23638889
7,13,Padre Isle Investment Ramp I,27.623333333,-97.22527778
7,14,(Boat Hole Ramp - Deleted 5/15/99),27.672222222,-97.26916667
7,15,Naval Air Station Ramp (includes dry storage shed),27.688055556,-97.2575
7,16,Kaufer-Hubert Memorial Park Public Ramp,27.319722222,-97.68194444
7,17,(Kratz's Ramp - Deleted 11/21/97),27.288333333,-97.66138889
7,18,Williamson's Ramp (includes wet slips),27.277777778,-97.70833333
7,19,Bird Island Basin Ramp (Padre Island National Seashore),27.473055556,-97.30972222
7,20,(Whiteley's Basin Ramp - Deleted 5/15/85),27.614166667,-97.30111111
7,21,Padre Isle Investment Ramp II (White Cap and Caravel),27.602777778,-97.24055556
7,22,Padre Isle Investment Ramp III (End of Cobo de Caba),27.611944444,-97.23944444
7,23,Padre Isle Investment Ramp IV (Gypsy and Bounty),27.6,-97.23
7,24,Padre Isle Investment Ramp V (Fortuna Bay and Monte Pelle),27.596111111,-97.23138889
7,25,(Padre Isle Investment Ramp VI (Encatada and Cruiser) - Deleted 5/15/13),27.589166667,-97.22638889
7,26,Padre Isle Investment Ramp VII (Cartagena),27.600277778,-97.24194444
7,27,Marker 37 Ramp (includes wet slips),27.631388889,-97.23944444
7,28,Cos-Way Bait & Tackle Dock (4 wet slips; party boats),27.657777778,-97.2625
7,29,Packery Channel Public Ramp,27.618333333,-97.2125
7,30,Naval Air Station Dock (37 wet slips),27.689722222,-97.2575
7,31,Bluffs Bay Marina,27.67222,-97.270556
8,1,(Fisherman's Wharf Ramp - Deleted 11/21/07),26.1041,-97.1703
8,2,(Jim's Pier Ramp - Deleted 11/21/11),26.1036,-97.1703
8,3,Sea Ranch Marina Dock & Dry Storage Shed (includes 16 wet slips;,26.076944444,-97.16527778
8,4,(Jetties Ramp - Deleted 5/15/80),26.071111111,-97.16388889
8,5,(Marchan's Ramp - Deleted 9/1/78),,
8,6,(Port Isabel Ramp - Deleted 9/1/76),,
8,7,White Sands Ramp (includes 16 wet slips),26.074166667,-97.21444444
8,8,Jaime J. Zapata Memorial Public Ramp,26.002222222,-97.29833333
8,9,Laguna Vista Ramp (includes 17 wet slips),26.103055556,-97.29055556
8,10,(Gabby's on the Arroyo Ramp - Deleted 5/15/04),26.326388889,-97.45416667
8,11,(Ready’s Bait Stand Ramp - Deleted 5/15/10),26.336111111,-97.43611111
8,12,(Al's Place Ramp - Deleted 3/27/82),,
8,13,Willacy County Navigation District Ramp,26.552777778,-97.42805556
8,14,Port Mansfield State Ramp,26.556666667,-97.42888889
8,15,(Redfish Motel Ramp - Deleted 5/15/84),26.557222222,-97.42638889
8,16,South Padre Marina Docks (72 wet slips),26.133333333,-97.17611111
8,17,Port Mansfield Boat Basin Docks (6 docks with 117 wet slips),26.551666667,-97.42833333
8,18,Port Isabel Channel East Side Docks (2 marinas with 26 wet slips),26.073055556,-97.21166667
8,19,Sea Ranch Marina South Docks (5 docks with 42 wet slips; party boats),26.075555556,-97.16527778
8,20,(Bermuda's Ramp - Deleted 11/21/91),26.098611111,-97.16777778
8,21,Rio Hondo Public Ramp,26.239444444,-97.58527778
8,22,Pompano Park Public Ramp (includes wet slips),26.076111111,-97.21638889
8,23,The Traveler Trailer Park Ramp (includes 3 wet slips),26.073611111,-97.21583333
8,24,Sea Ranch Marina II Dry Storage Shed at Southpoint,26.066388889,-97.21027778
8,25,(Southpoint Marina Docks - Deleted 11/21/96),26.066388889,-97.20777778
8,26,Anchor Harbor Ramp (includes 22 wet slips),26.076388889,-97.21694444
8,27,South Padre Island State Ramp,26.078611111,-97.16916667
8,28,(Arroyo City Resort Ramp - Deleted 11/21/93),26.331944444,-97.44138889
8,29,Parrot Eyes Ramp (includes 9 wet slips),26.129166667,-97.17166667
8,30,Adolph Tomae County Park Ramp,26.349722222,-97.39111111
8,31,Park Center Ramp,26.070833333,-97.2125
8,32,Channel View RV Park Ramp (includes 30 wet slips),26.331666667,-97.44111111
8,33,(Arroyo City RV Resort Ramp - Deleted 11/21/00),26.331388889,-97.44111111
8,34,(Sea Ranch Marina Dry Storage Shed - Deleted 11/21/03),26.076944444,-97.16611111
8,35,Isla Blanca County Park Ramp,26.069166667,-97.16305556
8,36,Port Mansfield Shallow-Water Ramp,26.537777778,-97.42027778
8,37,West Polaris Drive Public Ramp,26.122777778,-97.1725
8,38,Del Rey Ramp,26.324444444,-97.45555556
8,39,Adolph Tomae County Park West Ramp,26.34944,-97.392778
8,40,Palm Street Public Ramp,26.0972,-97.1683
